Node,Skill,Tier,AgeBand,PromptStyle,VisualApproach,Status
Guided Instrument Play,Remove Visual Scaffolds,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Remove Visual Scaffolds,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Remove Visual Scaffolds,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Remove Visual Scaffolds,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Guided Instrument Play,Remove Visual Scaffolds,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Major vs Minor Chord Recognition,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Chord Color Feel,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Sing Along With Chord,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Root vs Non-Root Feel,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Harmony & Chord Feel,Simple Resolution Feel,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Do-Re-Mi Association,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Melody Echo Using Solfege,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Hear 'So' as Home,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Basic Interval Naming,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,1,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,1,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,1,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,2,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,2,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,2,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,3,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,3,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,3,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,4,2-3,"Simple words, expressive modeling, minimal text","Large icons, character animation, strong metaphors","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,4,4-5,"Short phrases, descriptive language",Icons + light text labels,"Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
Pitch Naming & Functional Hearing,Moveable Do Awareness,4,6-7,Musical vocabulary introduced,"Reduced metaphors, cleaner UI","Generic scaffold — prompt/visual must be refined per skill + tier; interaction demands come from Agency, not age"
